id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count
PHIL788G,Research in Philosophy; Research in Philosophy,,202501,Philosophy,Grad,0,,0,0,0,0
PHIL220,Bioethics: Regulating Right and Wrong,"Credit only granted for: PHIL209A or PHIL220.
Formerly: PHIL209A.",202501,Philosophy,Undergrad,1,Instructor: TBA,30,30,0,20
PHIL888,Professional Mentoring for Doctoral Students,,202501,Philosophy,Grad,0,,0,0,0,0
PHIL386,Experiential Learning,Restriction: Permission of ARHU-Philosophy department; and junior standing or higher.,202501,Philosophy,Undergrad,0,,0,0,0,0
PHIL899,Doctoral Dissertation Research; Doctoral Dissertation Research,,202501,Philosophy,Grad,0,,0,0,0,0
PHIL362,Theory of Knowledge,"Prerequisite: 6 credits in PHIL courses; and PHIL170.
Formerly: PHIL462.",202501,Philosophy,Undergrad,1,Instructor: TBA,30,30,0,3
PHIL211,AI & ETHICS,"Credit only granted for: PHIL209D or PHIL211.
Formerly: PHIL209D.",202501,Philosophy,Undergrad,3,Susan Dwyer,60,60,0,2
PHIL808V,Seminar in the Problems of Philosophy,,202501,Philosophy,Grad,1,Eric Pacuit,15,15,0,0
PHIL640,Value Theory,"A basic course in value theory for beginning graduate students, covering a number of topics in depth, to provide a springboard for further study and research in the area.",202501,Philosophy,Grad,1,Dan Moller,15,15,0,5
PHIL271,Symbolic Logic,Recommended: PHIL170.,202501,Philosophy,Undergrad,1,Instructor: TBA,25,25,0,4
PHIL308D,Studies in Contemporary Philosophy,,202501,Philosophy,Undergrad,1,Paolo Santorio,30,30,0,0
PHIL898,Pre-Candidacy Research,,202501,Philosophy,Grad,0,,0,0,0,0
PHIL808L,Seminar in the Problems of Philosophy,,202501,Philosophy,Grad,1,Avia Pasternak,15,15,0,0
PHIL100,Introduction to Philosophy,"An introduction to the literature, problems, and methods of philosophy either through a study of some of the main figures in philosophic thought or through an examination of some of the central and recurring problems of philosophy.",202501,Philosophy,Undergrad,6,Dan Moller,120,120,0,33
PHIL205,Are Sports Ethical?,"Credit only granted for: PHIL205, PHIL209G, or HONR229E.
Formerly: HONR229E.",202501,Philosophy,Undergrad,3,Harjit Bhogal,60,60,0,4
PHIL478,Topics in Philosophical Logic,,202501,Philosophy,Undergrad,1,John Horty,20,20,0,6
PHIL245,Political and Social Philosophy I,"A critical examination of such classical political theories as those of Plato, Hobbes, Locke, Rousseau, Mill, Marx, and such contemporary theories as those of Hayek, Rawls, and recent Marxist thinkers.",202501,Philosophy,Undergrad,3,Instructor: TBA,60,60,0,9
PHIL414,The Philosophy of Aristotle,Prerequisite: 6 credits in PHIL courses.,202501,Philosophy,Undergrad,1,Rachel Singpurwalla,25,25,0,3
PHIL140,Contemporary Moral Issues,"The uses of philosophical analysis in thinking clearly about such widely debated moral issues as abortion, euthanasia, homosexuality, pornography, reverse discrimination, the death penalty, business ethics, sexual equality, and economic justice.",202501,Philosophy,Undergrad,6,Instructor: TBA,120,120,0,35
PHIL808M,Seminar in the Problems of Philosophy,,202501,Philosophy,Grad,1,Fabrizio Cariani,15,15,0,1
PHIL320,Knowing Oneself and Knowing the World: Early Modern Philosophy from Descartes to Kant,Prerequisite: 6 credits in PHIL courses; or permission of instructor.,202501,Philosophy,Undergrad,1,Instructor: TBA,30,30,0,6
PHIL438L,Topics in Value Theory; Philosophy and Law,,202501,Philosophy,Undergrad,1,Kenneth Glazer,30,30,0,2
PHIL203,The Rights and Wrongs of Killing People,"Credit only granted for: PHIL209J or PHIL203.
Formerly: PHIL209J.",202501,Philosophy,Undergrad,6,Daniel Blair,120,120,0,15
PHIL498F,Topical Investigations; Topical Investigation,Prerequisite:Two courses in philosophy or permission of the department.,202501,Philosophy,Undergrad,0,,0,0,0,0
PHIL408P,Topics in Contemporary Philosophy; Philosophy of Psychiatry,,202501,Philosophy,Undergrad,1,Elizabeth Schechter,30,30,0,3
PHIL428D,Topics in the History of Philosophy,,202501,Philosophy,Undergrad,1,Xinzhi Zhao,30,30,0,1
PHIL498G,Topical Investigations; Topical Investigation,Prerequisite:Two courses in philosophy or permission of the department.,202501,Philosophy,Undergrad,0,,0,0,0,0
PHIL799,Master's Thesis Research; Masters Thesis Research,,202501,Philosophy,Grad,0,,0,0,0,0
PHIL202,Know Thyself: Wisdom Through Cognitive Science,"Credit only granted for: PHIL209N or PHIL202.
Formerly: PHIL209N.",202501,Philosophy,Undergrad,9,Peter Carruthers,180,180,0,11
PHIL788I,Research in Philosophy; Research in Philosophy,,202501,Philosophy,Grad,0,,0,0,0,0
CPSS101,"College Park Scholars: Science, Technology & Society First-Year Colloquium II","Prerequisite: CPSS100.
Restriction: Students must be enrolled in the College Park Scholars Science, Technology & Society (CPSS) program.",202501,"College Park Scholars-Science, Technology and Society",Undergrad,1,Christine Alexander; Nicole Mogul,90,90,0,0
CPSS225,"College Park Scholars Capstone: Science, Technology, and Society","Prerequisite: CPSS100.
Restriction: Must be in the College Park Scholars Science, Technology & Society (CPSS) program.
Formerly: CPSP227.",202501,"College Park Scholars-Science, Technology and Society",Undergrad,2,Kuan-Hung Lo; Melinda Baldwin,40,40,0,0
CPSS340,College Park Scholars: Infrastructure and Society,"Restriction: Must be currently enrolled in a College Park Scholars program.
Credit only granted for: CPSP349T or CPSS340.
Formerly: CPSP349T.",202501,"College Park Scholars-Science, Technology and Society",Undergrad,1,Nicole Mogul,20,20,0,0
CPSS240,"College Park Scholars: Science, Technology & Society - Service-Learning Practicum","Restriction: Matriculation into the College Park Scholars Science, Technology & Society (CPSS) program; or permission of instructor.",202501,"College Park Scholars-Science, Technology and Society",Undergrad,1,Kuan-Hung Lo,25,25,0,0
NACS799,Master's Thesis Research,,202501,Neuroscience & Cognitive Science,Grad,0,,0,0,0,0
NACS644,Cellular and Molecular Neuroscience,Prerequisite: NACS641; or permission of instructor.,202501,Neuroscience & Cognitive Science,Grad,1,Colenso Speer,15,15,0,3
NACS608,Neuroscience and Cognitive Science Seminar,,202501,Neuroscience & Cognitive Science,Grad,1,Ricardo Araneda,20,20,0,0
NACS798,Master's Non-Thesis Research,,202501,Neuroscience & Cognitive Science,Grad,0,,0,0,0,0
NACS642,Cognitive Neuroscience,"A study of the fundamental concepts and techniques of cognitive neuroscience. Hands-on experience with three critically different cognitive neuroscience methods: EEG, MEG, and fMRI.",202501,Neuroscience & Cognitive Science,Grad,1,Ellen Lau,15,15,0,0
NACS643,Computational Neuroscience,Prerequisite: NACS641; and must have completed a course in calculus; and permission of instructor.,202501,Neuroscience & Cognitive Science,Grad,1,Daniel Butts,20,20,0,3
NACS898,Pre-Candidacy Research,,202501,Neuroscience & Cognitive Science,Grad,0,,0,0,0,0
NACS899,Doctoral Dissertation Research,,202501,Neuroscience & Cognitive Science,Grad,0,,0,0,0,0
NACS728N,Selected Topics in Neuroscience and Cognitive Science; Advanced Topics in Biology: Diseases of the Nervous System,,202501,Neuroscience & Cognitive Science,Grad,1,Chan Lin,5,5,0,0
NACS600,Ethics in Scientific Research,"Prerequisite: Must have completed a year of graduate study.
Restriction: Permission of instructor; and must be in Neurosciences and Cognitive Sciences (Doctoral) program.
Credit only granted for: NACS600, PSYC788B, or BIOL600.",202501,Neuroscience & Cognitive Science,Grad,1,Rochelle Newman,20,20,0,0
NACS728E,Selected Topics in Neuroscience and Cognitive Science; Neural Systems,,202501,Neuroscience & Cognitive Science,Grad,1,Ricardo Araneda,5,5,0,0
BIOM301,Introduction to Biometrics,Prerequisite: MATH113 or MATH115.,202501,Biometrics,Undergrad,8,Christine Hakenkamp,226,226,0,6
BIOM688A,Topics in Biometrics; Consulting Experience in Biometrics,,202501,Biometrics,Grad,0,,0,0,0,0
BIOM698,Special Problems in Biometrics,,202501,Biometrics,Grad,0,,0,0,0,0
CPSA149,College Park Scholars: Arts Service-Learning Outreach,,202501,College Park Scholars-Arts,Undergrad,1,Harold Burgess; Heather-Erin Bremenstuhl,20,20,0,0
CPSA260,College Park Scholars: Arts Peer-Teaching Practicum,"Prerequisite: CPSA200.
Restriction: Students must be matriculated into the College Park Scholars Arts (CPSA) program.
Additional information: When paired with successful completion of CPSA 200, students will earn General Education Scholarship-in-Practice credit.",202501,College Park Scholars-Arts,Undergrad,3,Harold Burgess; Alexandra Lynch; Heather-Erin Bremenstuhl,30,30,0,0
CPSA201,College Park Scholars: Arts Second-Year Colloquium II,"Prerequisite: CPSA200.
Restriction: Students must be matriculated into the College Park Scholars Arts (CPSA) program.",202501,College Park Scholars-Arts,Undergrad,1,Harold Burgess; Alexandra Lynch; Heather-Erin Bremenstuhl,75,75,0,0
CPSA240,College Park Scholars: Arts Service-Learning Practicum,"Prerequisite: CPSA200.
Restriction: Students must be matriculated into the College Park Scholars Arts (CPSA) program.
Additional information: When paired with successful completion of CPSA 200, students will earn General Education Scholarship-in-Practice credit.",202501,College Park Scholars-Arts,Undergrad,1,Harold Burgess; Heather-Erin Bremenstuhl,15,15,0,0
CPSA250,College Park Scholars: Arts Research Practicum,"Prerequisite: CPSA200.
Restriction: Students must be matriculated into the College Park Scholars Arts (CPSA) program.
Additional information: When paired with successful completion of CPSA 200, students will earn General Education Scholarship-in-Practice credit.",202501,College Park Scholars-Arts,Undergrad,3,Harold Burgess; Heather-Erin Bremenstuhl,30,30,0,0
CPSA101,College Park Scholars: Arts First-Year Colloquium II,"Prerequisite: CPSA100.
Restriction: Students must be matriculated into the College Park Scholars Arts (CPSA) program.",202501,College Park Scholars-Arts,Undergrad,1,Harold Burgess; Alexandra Lynch; Heather-Erin Bremenstuhl,75,75,0,0
CPSF101,College Park Scholars: Life Sciences First-Year Colloquium lI,"Prerequisite: CPSF100.
Restriction: Students must be enrolled in the College Park Scholars Life Sciences (CPSF) program.",202501,College Park Scholars-Life Sciences,Undergrad,1,Erin Thomson,78,78,0,0
CLAS315,Greek and Roman Athletics,"Cross-listed with: HIST339G.
Credit only granted for: CLAS315 or HIST339G.",202501,Classics,Undergrad,1,Jorge Bravo,35,35,0,0
CLAS499,Independent Study in Classical Languages and Literatures,,202501,Classics,Undergrad,0,,0,0,0,0
CLAS699,Independent Study in Classical Civilization,,202501,Classics,Grad,1,Lillian Doherty,1,1,0,0
CLAS277,How Do You Feel?,"Where do our emotions come from? Are they universal biological experiences, or are they shaped by the society in which we live, and therefore different from culture to culture? When do emotions serve the interests of those in power, and when do they resist dominant ideologies? These questions have fascinated scholars from a variety of fields, from linguistics to psychology to literary studies. This course posits that an analysis of artistic and cultural products can reveal important insights about these questions. We will thus read a variety of works of Greco-Roman literature with the above questions in mind, comparing these ancient texts to modern-day films, testing whether and how the portrayal of emotions has changed over time. Still, we will not neglect the discoveries from fields outside of literary studies: throughout the semester, we will periodically discuss relevant works of psychology, sociology, and more, interpreting the texts and films at hand through an interdisciplinary lens.",202501,Classics,Undergrad,6,Chiara Graf,150,150,0,0
CLAS330,"Ancient Greek Religion: Gods, Myths, Temples","Cross-listed with: RELS370.
Credit only granted for: CLAS330 or RELS370.",202501,Classics,Undergrad,1,Jorge Bravo,35,35,0,1
CLAS170,Ancient Myths and Modern Lives,"Cross-listed with: RELS170.
Credit only granted for: CLAS170 or RELS170.
Additional information: This course cannot be taken for language credit.",202501,Classics,Undergrad,9,Peter Osorio,189,189,0,0
CLAS340,Ancient Slavery and its American Impacts,"Cross-listed with: HIST339J.
Credit only granted for: CLAS340 or HIST339J.",202501,Classics,Undergrad,1,Katherine Wasdin,35,35,0,0
CLAS320,Women in Classical Antiquity,"Cross-listed with: HIST328W, WGSS320.
Credit only granted for: CLAS320, WMST320, WGSS320 or HIST328W.",202501,Classics,Undergrad,1,Chiara Graf,35,35,0,0
ENRE489,Special Topics in Reliability Engineering,,202501,Reliability Engineering,Undergrad,0,,0,0,0,1
ENRE447,Fundamentals of Reliability Engineering,"Prerequisite: Minimum grade of C- in MATH141 and MATH246.
Restriction: Must be in Mechanical Engineering, Aerospace Engineering, Civil Engineering, or Fire Protection Engineering; or must be in the Nuclear Engineering minor; or permission of department.",202501,Reliability Engineering,Undergrad,2,Katrina Groth,40,40,0,2
ENRE670,Probabilistic Risk Assessment,Prerequisite: ENRE602.,202501,Reliability Engineering,Grad,3,Mohammad Modarres,35,35,0,0
ENRE899,Doctoral Dissertation Research,,202501,Reliability Engineering,Grad,0,,0,0,0,0
ENRE620,Mathematical Techniques of Reliability Engineering,"Basic probability and statistics. Application of selected mathematical techniques to the analysis and solution of reliability engineering problems. Applications of matrices, vectors, tensors, differential equations, integral transforms, and probability methods to a wide range of reliability related problems.",202501,Reliability Engineering,Grad,3,Reuel Smith,35,35,0,0
ENRE898,Pre-Candidacy Research,,202501,Reliability Engineering,Grad,0,,0,0,0,0
ENRE695,Design for Reliability,"Cross-listed with: ENME695.
Credit only granted for: ENME695 or ENRE695.",202501,Reliability Engineering,Grad,3,Michael Pecht,40,40,0,0
ENRE640,Collection and Analysis of Reliability Data,Prerequisite: ENRE602.,202501,Reliability Engineering,Grad,3,Vasiliy Krivtsov,40,40,0,1
ENRE655,Machine Learning Algorithms for Reliability Engineering,Prerequisite: ENRE602.,202501,Reliability Engineering,Grad,3,Yunfei Zhao; Mohammad Modarres,45,45,0,0
ENRE648,Special Problems in Reliability Engineering,,202501,Reliability Engineering,Grad,0,,0,0,0,2
ENRE799,Master's Thesis Research,,202501,Reliability Engineering,Grad,0,,0,0,0,0
THET386,Experiential Learning,"Restriction: Junior standing or higher; and permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Undergrad,4,Scot Reese; KenYatta Rogers; Jenn Schwartz; Instructor: TBA,12,12,0,0
THET294,Black Theatre and Performance II,Restriction: Sophomore standing or higher.,202501,Theatre,Undergrad,1,Fatima Quander,20,20,0,0
THET669Q,Independent Study; Motion Capture for Mixed Reality Performance,"Prerequisites: A minimum grade of C- in IMDM290. Restriction: Permission of department. Cross-listed with TDPS458P and DANC689Q. Credit only granted for TDPS458P, DANCE689Q, or THET669Q.

This class will introduce students to creative and technical application for motion capture. Using analog, inertial, optical, and AI systems, students will engage in collaborative projects that span digital and physical spaces. Students will also engage with the history of mocap development, as well as the aesthetics and ethics surrounding digital motion.",202501,Theatre,Grad,1,Instructor: TBA,8,8,0,0
THET451,Musical Theatre Workshop I,"Prerequisite: Must audition.
Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Undergrad,1,Lisa Nathans,14,14,0,0
THET608D,Seminar: Theory and Performance Studies; Dramaturgy,,202501,Theatre,Grad,1,Faedra Carpenter,10,10,0,0
THET282,Stage Makeup,"Students learn to design and execute character makeup based on research and script analysis. Studying fundamental facial anatomy, the class learns to manipulate light and shadow with makeup to enhance and alter the shape of facial features. Once these techniques are mastered, the class moves on to more complex exercises, including Old Age, Facial Hair, Wounds and Fantasy.",202501,Theatre,Undergrad,1,Doni Rotunno,12,12,0,0
THET428B,Special Topics in Advanced Theatre and Performance; Project Based Learning,,202501,Theatre,Undergrad,1,Scot Reese; Alvin Mayes,14,14,0,0
THET471,Design Studio in Scenery,"Prerequisite: THET371; and permission of ARHU-School of Theatre, Dance & Performance Studies department.
Jointly offered with THET639. Credit only granted for: THET471 or THET639.",202501,Theatre,Undergrad,1,Misha Kachman,3,3,0,0
THET888,Doctoral Practicum in Theatre,,202501,Theatre,Grad,0,,0,0,0,0
THET670,Period Style for the Theatre: Fashion and Decor,"Recommended: THET600.
Jointly offered with: THET475.
Credit only granted for: THET475 or THET670.",202501,Theatre,Grad,1,Misha Kachman,15,15,0,0
THET324,Character Development,"Prerequisite: Must have completed or be concurrently enrolled in THET310 and THET362; or permission of Instructor. And must audition; and permission of ARHU-School of Theatre, Dance & Performance Studies department.
Restriction: Junior standing or higher.",202501,Theatre,Undergrad,1,Robert Smith,12,12,0,0
THET889,Doctoral Tutorial in Theatre,,202501,Theatre,Grad,0,,0,0,0,0
THET391,Theatre History II,"Prerequisite: Permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Undergrad,1,Caitlin Marshall,25,25,0,0
THET488P,Special Topics in Theatre History Before 1800; Performing Shakespeare's Comedies and Romances,,202501,Theatre,Undergrad,1,Carla Della Gatta,15,15,0,0
THET411,Voice for the Actor II,"Prerequisite: THET324 or THET325; and must audition; and permission of ARHU-School of Theatre, Dance & Performance Studies department.
Restriction: Junior standing or higher.
Credit only granted for: THET311, THET411, or THET499L.
Formerly: THET311.",202501,Theatre,Undergrad,1,Lisa Nathans,12,12,0,0
THET669E,Independent Study; Stock Motion Performances,"Cross-listed with THET669E and DANC689K. Credit only granted for TDPS458K, THET669E, or DANCE689K. Student must pay a $25 lab fee.

Students will build a series of performance studies using Unity software and stock animation available on public motion libraries. Students will string together animations in various patterns and interactive systems, and design performance environments for them. Students will gain an understanding of motion that is assumed ""default,"" ""normal,"" and ""useful,"" and use their work to interrogate and challenge such assumptions and their social and political connotations. Then, students will try to recreate their digital action sequences in physical space, and re-translate them back into the virtual, building a new and improvednon-stock motionlibrary.""",202501,Theatre,Grad,1,Kate Ladenheim,10,10,0,0
THET477,Design Studio in Lighting,"Prerequisite: THET377; and permission of ARHU-School of Theatre, Dance & Performance Studies department.
Jointly offered with THET659. Credit only granted for: THET477 or THET659.",202501,Theatre,Undergrad,1,Amith Chandrashaker,2,2,0,0
THET898,Pre-Candidacy Research,,202501,Theatre,Grad,0,,0,0,0,0
THET363,The Business of the Business,"Prerequisite: THET116, THET222, THET223, and TDPS201; and permission of ARHU-School of Theatre, Dance & Performance Studies department.
Credit only granted for: THET399B or THET499E or THET363.
Formerly: THET399B, THET499E.",202501,Theatre,Undergrad,1,KenYatta Rogers,15,15,0,0
THET698T,Seminar: Theatre History; Latinx Theatre and Performance,,202501,Theatre,Grad,1,Carla Della Gatta,20,20,0,0
THET251,Broadway Mashup: Remixing America Through Musical Theater,"Interrogate musical theater's political history, investigating how this uniquely American genre uses narrative, song, and dance to weave critical differences across race, ethnicity, immigration status, religion, gender, sexuality, and ability into our national fabric.",202501,Theatre,Undergrad,2,Amber Daniels; Mina Kawahara,40,40,0,0
THET380,Sound Design,"Prerequisite: THET116. And THET114; or TDPS201; or permission of ARHU-School of Theatre, Dance & Performance Studies department.
Restriction: Sophomore standing or higher.",202501,Theatre,Undergrad,1,Samuel Crawford,10,10,0,0
THET285,The Art of Communication and Presentation,"Credit only granted for: COMM107, COMM200, INAG110, JOUR130, or THET285.",202501,Theatre,Undergrad,3,Eran Eads; Robert Smith,75,75,0,0
THET440,Advanced Playwriting,"Prerequisite: THET340; or permission of instructor. And permission of ARHU-School of Theatre, Dance & Performance Studies department.
Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department.
Credit only granted for: THET440 or THET499P.
Formerly: THET499P.",202501,Theatre,Undergrad,1,Jennifer Newsham,12,12,0,0
THET408D,Seminar: Theory and Performance Studies; Dramaturgy,,202501,Theatre,Undergrad,1,Faedra Carpenter,8,8,0,0
THET712,Historical Research Methods and Historiography in Theatre,"Prerequisite: THET700.
Formerly: PCOM712.",202501,Theatre,Grad,1,Caitlin Marshall,10,10,0,0
THET698L,Seminar: Theatre History; LGBTQ Theatre,,202501,Theatre,Grad,1,Carla Della Gatta,15,15,0,0
THET899,Doctoral Dissertation Research,,202501,Theatre,Grad,0,,0,0,0,0
THET499,Independent Study,,202501,Theatre,Undergrad,0,,0,0,0,1
THET377,Lighting Design for Performance,"Prerequisite: THET222, THET223, THET116, and TDPS201; or permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Undergrad,1,Mariah Faulkner; Michael Riggs,10,10,0,0
THET789,Theatre Design Process and Production,,202501,Theatre,Grad,0,,0,0,0,0
THET475,"History of Art, Architecture, and Decor for the Theatre","Prerequisite: THET114 or TDPS201; and (THET116, THET222, and THET223); and permission of ARHU-School of Theatre, Dance & Performance Studies department.
Jointly offered with THET670.
Credit only granted for: THET475 or THET670.",202501,Theatre,Undergrad,1,Misha Kachman,15,15,0,0
THET669L,Independent Study; Graduate Design Studio-Lighting III,,202501,Theatre,Grad,1,Amith Chandrashaker,8,8,0,0
THET428F,Special Topics in Advanced Theatre and Performance; Advanced CAD Drafting,Cross-listed with THET669T. Credit only granted for THET669T or THET428F. Students must pay $25 lab fee.,202501,Theatre,Undergrad,1,Andrew Cissna,10,10,0,0
THET639,Graduate Design Studio - Scenery,Students must pay a $25 lab fee.,202501,Theatre,Grad,1,Misha Kachman,10,10,0,0
THET678,Collaborative Design & Production for Performance,Students must pay a $25 lab fee,202501,Theatre,Grad,1,Misha Kachman; Amith Chandrashaker,15,15,0,0
THET480,Advanced Sound Design,"Prerequisite: THET380 and permission of the School of Theatre, Dance, and Performance Studies.",202501,Theatre,Undergrad,1,Samuel Crawford,10,10,0,0
THET608U,Seminar: Theory and Performance Studies; Theatre in the 1960's,,202501,Theatre,Grad,1,James Harding,15,15,0,0
THET383,Costume Design I,"Prerequisite: TDPS201 or THET114; and (THET116, THET222, and THET223). Or permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Undergrad,1,Colin Franz,8,8,0,0
THET679,Graduate Design Studio - Multimedia Design,Students must pa a $25 lab fee.,202501,Theatre,Grad,1,Instructor: TBA,8,8,0,0
THET669T,Independent Study; Advanced CAD Drafting,Cross-listed with THET428F. Credit only granted for THET669T or THET428F. Students must pay $25 lab fee.,202501,Theatre,Grad,1,Andrew Cissna,10,10,0,0
THET287,Subversive Cultures and Performance,"Credit only granted for: THET289I or THET287.
Formerly: THET289I.",202501,Theatre,Undergrad,1,Lins Derry,30,30,0,0
THET608A,Seminar: Theory and Performance Studies; American Avant-Garde Theatre and Performance,,202501,Theatre,Grad,1,James Harding,10,10,0,0
THET116,Fundamentals of Theatrical Design,"Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Undergrad,1,Margarita Syrocheva; Yannick Godts,20,20,0,0
THET474,Advanced Stage Management,"Prerequisite: THET114 or TDPS201; and (THET116, THET222, THET223, and THET274); and permission of ARHU-School of Theatre, Dance & Performance Studies department.
Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department; and sophomore standing or higher.",202501,Theatre,Undergrad,1,Jenn Schwartz,10,10,0,0
THET659,Graduate Design Studio - Lighting,For first year lighting design students and other MFA students. Students must pay a $25 lab fee.,202501,Theatre,Grad,1,Amith Chandrashaker,10,10,0,0
THET120,Introduction to Acting,Restriction: Must not be in Theatre program.,202501,Theatre,Undergrad,1,Scot Reese,12,12,0,0
THET788,Design for Live Performance Tutorial,,202501,Theatre,Grad,0,,0,0,0,0
THET399,Independent Study,,202501,Theatre,Undergrad,1,Caitlin Marshall,3,3,0,0
THET408T,Seminar: Theory and Performance Studies; Theatre in the 1960s,,202501,Theatre,Undergrad,1,James Harding,15,15,0,0
THET408A,Seminar: Theory and Performance Studies; American Avant-Garde Theatre and Performance,,202501,Theatre,Undergrad,1,James Harding,8,8,0,0
THET310,Voice for the Actor I,"Prerequisite: THET116, THET222, THET223, and TDPS201; and must Interview; and permission of ARHU-School of Theatre, Dance & Performance Studies department.
Restriction: Sophomore standing or higher.",202501,Theatre,Undergrad,1,KenYatta Rogers,14,14,0,0
THET608J,Seminar: Theory and Performance Studies; Performing Shakespeare and Identity,,202501,Theatre,Grad,1,Carla Della Gatta,10,10,0,0
THET799,Master's Thesis Research and Preparation,,202501,Theatre,Grad,0,,0,0,0,0
THET222,Foundations of Acting and Performance,"Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Undergrad,1,Jennifer Newsham,14,14,0,0
THET672,Scenography,"An advanced design studio which takes a comprehensive approach to design spanning across lines between specific disciplines and explores Scenography as an art form. Students are expected to concentrate in their primary design area while simultaneously conceiving, coordinating and developing other scenographic elements.",202501,Theatre,Grad,1,Misha Kachman,10,10,0,0
THET489L,Special Topics in Theatre History from 1800 to Present; LGBTQ Theatre,,202501,Theatre,Undergrad,1,Carla Della Gatta,15,15,0,0
THET649,Graduate Design Studio - Costume,For first year costume design students and other MFA students. Students must pay a $25 lab fee.,202501,Theatre,Grad,1,Ivania Stack,10,10,0,0
THET425,Actor's Process II,"Prerequisite: THET325; and must audition; and permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Undergrad,1,KenYatta Rogers,12,12,0,0
THET223,Text and Context in Western Theatre,"Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Undergrad,1,Patrick Saunders,20,20,0,0
THET632,Playwriting,"Restriction: Permission of ARHU-School of Theatre, Dance & Performance Studies department.",202501,Theatre,Grad,1,Jennifer Newsham,3,3,0,0
THET429,Actor's Studio,,202501,Theatre,Undergrad,15,Lisa Nathans; Scot Reese; Jennifer Newsham; KenYatta Rogers; Instructor: TBA; Fatima Quander,327,327,0,0
THET489T,Special Topics in Theatre History from 1800 to Present; Latinx Theatre and Performance,,202501,Theatre,Undergrad,1,Carla Della Gatta,20,20,0,0
THET385,Media Design,"Prerequisite: THET222, THET223, THET116, and TDPS201; and permission of ARHU-School of Theatre, Dance & Performance Studies department.
Credit only granted for: THET399D or THET385.
Formerly: THET399D.",202501,Theatre,Undergrad,1,Instructor: TBA,10,10,0,0
THET110,Introduction to the Theatre,"In the age of pop music and blockbuster films, of memes and viral videos, we often forget that theatre was one of the original forms of popular entertainment. We will focus on theatre practitioners including actors, directors, designers and backstage personnel to understand how theatre is produced. We will also consider popular entertainment in Europe and America, with a particular focus on musical theatre and Broadway to explore how theatre communicates, resonates, and remains relevant to all audiences.",202501,Theatre,Undergrad,6,Alexander Miller; James Sivert; Yasmin Eubanks; Caitlin Woods; Jill Bradbury,215,215,0,0
THET669,Independent Study,,202501,Theatre,Grad,0,,0,0,0,1
HESI310,Transfer2Terp Learning Community: Applying Your Strengths at the University of Maryland and Beyond,"Restriction: Priority will be given to students transferring from Maryland Community Colleges; or permission of EDUC-Counseling, Higher Education and Special Education department.",202501,"Higher Ed, Student Affairs, and International Ed Policy",Undergrad,1,Laura Widener,15,15,0,3
HESI424,Leadership and the Jewish Community,"Credit only granted for: HESI418F or HESI424.
Formerly: HESI418F.",202501,"Higher Ed, Student Affairs, and International Ed Policy",Undergrad,1,Ari Israel,35,35,0,0
HESI318O,Applied Contextual Leadership; Orientation Leader,Restricted to students hired to be on the Orientation staff,202501,"Higher Ed, Student Affairs, and International Ed Policy",Undergrad,1,Austin McDonald; Ashley Sankowski,40,40,0,0
HESI655,Organizational Dimensions of Student Affairs,"Prerequisite: EDCP610; or permission of EDUC-Counseling, Higher Education and Special Education department.
Credit only granted for: EDCP655 or HESI655.
Formerly: EDCP655.",202501,"Higher Ed, Student Affairs, and International Ed Policy",Grad,1,Candace Moore,15,15,0,0
HESI771,The College Student,"Credit only granted for: EDCP771 or HESI771.
Formerly: EDCP771.",202501,"Higher Ed, Student Affairs, and International Ed Policy",Grad,1,Christopher Travers,15,15,0,1
HESI422,Women and Leadership,"Credit only granted for: HESI418G or HESI422.
Formerly: HESI418G.",202501,"Higher Ed, Student Affairs, and International Ed Policy",Undergrad,1,Marsha Guenzler-Stevens,20,20,0,0
HESI421,Leadership and the Black Community,"Credit only granted for: HESI418B or HESI421.
Formerly: HESI 418B.",202501,"Higher Ed, Student Affairs, and International Ed Policy",Undergrad,1,Brandon Dula,20,20,0,0
HESI773,Designing Qualitative Research in Counseling and Student Affairs Contexts,"Credit only granted for: EDCP773 or HESI773.
Formerly: EDCP773.",202501,"Higher Ed, Student Affairs, and International Ed Policy",Grad,2,Michelle Espino; Christopher Travers,30,30,0,1
HESI318G,Applied Contextual Leadership; Greek Presidents Class,"Course restricted to Fraternity and Sorority Presidents. For permission, please contact Tyler Huddleston at thuddles@umd.edu",202501,"Higher Ed, Student Affairs, and International Ed Policy",Undergrad,1,Tyler Huddleston,55,55,0,0
